contract_id,shared_address_flag,extracted_companies,extracted_locations
IE_82e2e8ff8c005dc301c0b370b2f43650fe3616da28685da4da53b20825ac97e7_1,0,[],[]
IE_65575fff4bb0232d8a05d0b372df5a8c7c69acfca37c33a9f600db19fe905de7_1,0,"['An Garda Síochána', 'Kildare Garda Division']",[]
IE_7cdab3da8472ea49cdd36adcbd3b309ca16a94bead3a30bced772ec8b346d572_1,0,[],[]
IE_1c978ee560d47c0f2aebc245daebf58f8e79cd5648dfc18aa8b5e952e0abc685_1,1,"['eTenders', 'The Site Investigation and Services Identification Works']","['Monaghan Town', 'Co. Monaghan', 'Monaghan County Council', 'Newbliss']"
IE_2db6a9e9b49a7d60145187f92d887be240db5afdcea91707624ef4068b7d95ee_1,1,"['Pay & Display Meters', 'TownCork County Council']",['Bandon']
IE_9cb9941defd5f725f2abb36a275694dde39e27e616a78ac81797783a1b15b6ce_1,1,[],['Dublin']
IE_1226e5007a1f9a14fa43c18c8514337659ca8ed7bb7c79b14a220d4966de7ac3_1,0,"['Teagasc', 'Alliance Research Programme', 'the EU Framework Programme', 'Alliance']",[]
IE_c92e2e86cdfc53711f47dd00c19a20a854ad87cc9d037a50481459592646e71d_1,0,[],[]
IE_5116a79d2ed189a3310714638291d16738467b60bdbc4b2adbb55f7079a54e68_1,0,['eTenders'],[]
IE_b428715a32af8b26296fa1bbda9ac9dd1977cce5bd7529bc2903d9f6e30c9b40_1,0,['eTenders'],[]
IE_d22998525d2b8657a30792e6440e5dca725b5afbafd03ab1405a7e4a3c4a7e5f_1,0,"['eTenders', 'ITT']",[]
IE_b909c059abdcbb026ebf4d1b0a2ade38282d804cb8c58ef9c5eaa14a385ee3ec_1,0,"['Longford District School', 'eTenders']",[]
IE_30086d3eef8cdc31c0db8fca4ee8b94625a86b644cc9025654bcc20c1b2c8fbd_1,0,['IMB'],[]
IE_f5bf542c4355ec9ba63470cb446c014cd6c0d2bf0ed51e0e97c010beadb724a3_1,1,"[""St Mary's Community Services""]","['Co.', 'Naas', 'Kildare']"
IE_f7c3c1eac189c0b1c235abe9f8ee5018603769b315da0415d900abdf746c7159_1,0,['COPE Foundation'],[]
IE_38694f6a0ce2b3bfe3136dc30557173cd259d6abd3edfe50e30cffeb2fb79c60_1,1,['Concil'],['Fingal County']
IE_b3ebe50baca14ef031a14ae60821f26d807035b7d2a5b2c9e7b0db77ef85470d_1,0,"['eTenders', 'INCORE', 'the International Network on Peace Building with Young Children, Early Years', 'the Masters Programme', 'the University of Ulster at Magee', 'the International Conflict Research Institute']",[]
IE_335bc34a9490bb1559743d177abd652074a91aee0e8081e50ce0b7593bf1181f_1,1,"['Limerick County Council', 'Limerick City Council']","['Caherdavin', 'Galway', 'Limerick', 'Limerick City']"
IE_1502c30ea8aff9e16e5e64e0681a412fa4e664572bc39148ba9e444253ef59ed_1,1,['eTenders'],"['Co. Cavan', 'Belturbet', 'Coillte']"
IE_13a4919897e6d861cd1c1ee33941ae10372375cd4a6fb812c1c16e8dbd753219_1,0,[],[]
IE_f53cb7cef091120c5cb73a1b9b195305b1e7f343642c8840227b2e457f3add62_1,1,"['eTenders', 'Outdoor Gym']","['Co. Galway', 'Loughrea']"
IE_208e4d151008978606c7857f38592de5e63024646fcfd519eeac6f4894df0148_1,0,"['eTenders', 'the Health and Safety Authority']",[]
IE_a7ec37f43285f6024a1f16599fcbbf7b1debbb5924bc51ef03fd3d1007f78793_1,0,"['County Solicitors', 'eTenders', 'Cork County Council']",[]
IE_2593f9ded9837d2920352446c1b97a5f51fea9f999617875466aef3751ecc4e3_1,1,"['eTenders', 'the Department of Agriculture, Food and the Marine.-']","['Sandyford', 'Co. Dublin']"
IE_a34a2a8f65a60b0f0f206fefebc15eaad8b2fd612e2b5bc1ea6d290903eca636_1,1,"['a Cleaning and Window Cleaning', 'An Garda Síochána']",['Naas Garda District']
IE_e697f042d0a4e260e0153d3ae448e79726687bc2834dbd117337eb4523b951b8_1,1,['eTenders'],['County CarlowNOTE']
IE_e38e301419597e82a68346ac0c0e0b60a950810fc1ef249011af953d65f1ea11_1,1,['NPWS'],"['the Republic of Ireland', 'the Marsh Fritillary']"
IE_1d313da0c6da1013b85c671989f35937956fc42f44c71274a77fccf610a6ff9f_1,0,[],[]
IE_35b50c90d431026846923072ca6d58133cad2fe0a29804e166c5520e7b767b84_1,0,['Nationwide Confidential Shredding Services'],[]
IE_810f637ca29c4610b54d4dd8a2e8f36fde96c0b730cdcd732bc3d75d24388252_1,0,['Works Contractor & PSCS'],[]
IE_3b8d85bd47dcf219381b530e19f8606f3835d94c22b6628c0eb09a6b0792a695_1,0,[],[]
IE_46246da68335973ea59bee0901a796e68be1b5349dd47863de0a930fd71f0380_1,0,['eTenders'],[]
IE_2dd20c367040bf6625c7df91408d67f7a5e1ee2214bdc9389d958f8b0537570a_1,0,['Health Energy Office'],[]
IE_0be954fe6fbe48a8c8b7881f96512b927f5b74c1c7abb660d1787ba40cc3219c_1,1,[],"['Wicklow', 'Ballybeg', 'Tinahely']"
IE_3074aecdc22cfe89af203f869a7b8864336d97ac13ee36ed08e409b3a3d41e2b_1,1,"['a Service Provider', 'Tourism Ireland']",['Dublin']
IE_4ac6cc0935603c8ef0ca850d28ff15fd1d290e599f84f30c53d2e00105bb2ea9_1,0,[],[]
IE_85a714f0f0a6bbc0b03056bf414edf519725575b60dc21c5d8d56021d6ab0bd0_1,0,[],[]
IE_74ae4785f0c9d385feca3d91c98d529d250ceed9ee326d304b24f88cc986c0d5_1,1,['Land Agency'],"['Scotland', 'Northern Ireland']"
IE_c95b69582a22b308676e074a44e03a4cc542da7679f64cc22e1db45081462e67_1,0,"['eTenders', 'The Central Bank']",[]
IE_63f2a5a2ceac4d969397e30c0a09d5921c553139ace67498a7d3959bb125d7b9_1,0,[],[]
IE_e06926d3f20a26468759ea23a82044a781cbbd66b1588fac11eb3b3f8c256650_1,1,[],"['Co Mayo', 'Westport']"
IE_42aba6f5eb750a03197d3e57e6c57f11fdaaf48fd119fd758114c7e2a5cb57d3_1,0,['IT Force'],[]
IE_5c6c4f910265f84aa311a25a938dfeb4ed5fb1f46746625585a1dd63c4c581ac_1,0,"['Dublin City Council', 'IT Architecture Europe']",[]
IE_5065d8f22da41de2be83745cd213013882df73d5a023e60560bac8f103b6ce8e_1,0,"['the Department of Agriculture, Food and the MarineNOTE', 'eTenders']",[]
IE_3c72b914e766c249e4e9d9fd2d61fc0334e72df1130c0634c13476614deb3e10_1,0,"['Evaluation and Audit Unit', 'Unit', 'eTenders']",[]
IE_99c0d7b86849829efc9f2249689fe5db54114ce67ea8894526972eafb983e11e_1,1,['eTenders'],"['Co. Dublin', 'Donabate']"
IE_79887007b3d8d60c82e389c7642fcc61adff7a703159b2d41bdbda6623cb59a6_1,1,['eTenders'],['Rathowen']
IE_e257578f61f32efcac6a2c099854de826f7d0a1231e1d2209803836fbb30f8d8_1,0,['eTenders'],[]
IE_43f9511762ec16592981c6c29557688b0515c770139a98ef0601134a0f26412d_1,0,[],[]
IE_7804d42c335ebca4883d583adf3152f2d736ca1f7b6e36ff1ceb70c3b9d0c222_1,0,[],[]
IE_b0fec5e85222135a8076e470f90114ff6f84326105012a223fcd33fde18717cd_1,1,['eTenders'],['the Avondhu Blackwater']
IE_83b21b78ec918f88f7fd86b9f1637635ebf408d914b2d75853c45781a7bb9b97_1,1,"['eTenders', 'Donegal County Council', 'DCC', 'An Bord Pleanala']","['Donegal', 'County Tyrone', 'the River Finn', 'Northern Ireland', 'Northen Ireland', 'County Donegal']"
IE_a49d756a71c4b1103fff54d78de63c8a0b4aeea36e45e9e2b3b19e9a95439a72_1,0,[],[]
IE_af54bca23e234527257bba766e87b9e2e7c5bff90eed20f18f5896b7580e728c_1,0,"['The Contracting Authority', 'eTenders', 'the Contracting Authority']",[]
IE_879598f10ea75d6ccbd720e5b6189eb828d6d634f1443850921b3a5dd32b0220_1,1,"['Associated Hardware Maintenance', 'Citrix', 'Citrix Software', 'HSE', 'PFH Technology Group']","['Sandyford Industrial Estate', 'Dublin']"
IE_56084552f390d64edc1b83104bebf68628e40e6d5ea6cb0bf5a8379d4a8c25e3_1,0,[],[]
IE_f1429825290cfe4022717489bcf328b090f8b5f529f5d43b71bc2f95ca02b209_1,0,"['SECAD', 'eTenders']",['the South and East Cork Area']
IE_a7da3395c21a7072c36968031f3f3c79190f4fb8fd3eac035cd9207f88dbf849_1,1,"['A&L Goodbody', 'IFSC']",['Dublin']
IE_61af08291276aef7eefaf7ec999c0ed960b18e444cfae111f79cd4036cbdf4ad_1,1,"['eTenders', 'Co. Wexford VECThe', 'Enniscorthy Vocational College']","['Enniscorthy', 'Co. WexfordDetails']"
IE_c0b371b162cf89fc0839ae25173f3aad8686349e368d00fc4afc409cb709332c_1,0,[],[]
IE_a28c18a993a048df13e874d5bf142fb17b9f662f5ba133a98172826121cae5b6_1,1,[],['Westmeath']
IE_e8a670bd63453b25b45a2605086e18298ff7ba2f4faaeb4ede38909e1398396c_1,0,"['eTenders', 'The Medical Council', 'the Contracting Authority”']",[]
IE_cba0fe20757727a1211be364861dbc078ac7fb31a1032655186edf9c491f1fd6_1,0,['eTenders'],[]
IE_d17d951647ee0feb08134f747d3cc7c73536c64c314aed6c279324e2f12adb17_1,0,[],[]
IE_5dc542c3953bfc2f4b70c8582e477e9e222a12080593dc1d9697908d12227ab4_1,0,"['Food Works', 'eTenders', 'ITT']",[]
IE_bb573951547d8ae6a2e50999c64dfbe5ab0dae40bc2c68d311a29889fa45540d_1,1,['Louth County Council'],['Louth']
IE_8546c62f56074785159be43497d0aa137423871acc4b70419c995b3610cbdf62_1,0,"['Kelloggs', 'eTenders', 'Coachford College']",[]
IE_54cf330a026fe41916688cb1c48a15005053d12ad3e61551133e7bb9c32ad3b8_1,0,[],[]
EU_9a464ba1b8dd8d7a39a88b325846a5c46433ccb5d33613bd0f17f04c3468f6a6_1,0,"['OSi', 'eTenders', 'Ordnance Survey Ireland']",[]
IE_d26bf1a8fbc894b9ce4c9182a60e31803558d4dc0b91fedcc2c61dfb670531d8_1,0,[],[]
IE_5a1b7937b74d7c1e2511ea86c438216bb4f6ca7364d11be61504dec021692f42_1,0,[],[]
IE_a84d6190cc1d17a0fc6c081c272c02ec1c47f7449958a4d6bb06574b7fc31f5b_1,0,[],[]
IE_af82572d9a5552a87343b3144007ab9f7fab4fbfcabd24ce717039a763f9ecac_1,0,[],[]
IE_4c13338f6a077780fd19ee6673484455fbbe0922beca8095e5ae88dfad4378af_1,0,"['eTenders', 'Works']",[]
IE_a65d97f2fddd8c086a63867d7ac2832f9eb7e3ee15714c8277ad662de85f2779_1,0,"['DES', 'The Department of Education and Skills', 'IBM']",[]
IE_85add874b8b744e2bf583df37ced798f56dbc4004317d04988068cf0dd54ce06_1,0,"['eTenders', 'ROSPA']","['Kilcorney', 'Cork County Councilc']"
IE_d5ea428ef161107a04e2e2c1842fca80ae830f7156846b9cb038cbc7f47f77c5_1,0,[],[]
IE_61b1a7a374898a285027c030d6a5226dbc864283113de3617a964e256a31cbe4_1,0,['the Irish Prison Service'],[]
IE_3f7df946a7b4eb67e39a30de357d11177ee57c56b4050ef197728b79111ed988_1,0,['eTenders'],[]
IE_0da29ec7576e73345efebda52361c30cac541e7ed6fafe66488ae447959c1002_1,0,[],[]
IE_a4203d5fd98b300280b0987ea3087df38a8694cb4f6c21fd89194d8cca4a5847_1,0,"['Irish Rail', 'OEM']",[]
IE_2d22ca74d836ae8e9ca4775b35a61c24b0b6eab7eef084632b127b363de9517a_1,0,[],[]
IE_3e21e1b8975de4019fd9ec2bde6b8abce86531c5bc1322501ea507874380b638_1,0,"['eTenders', 'Kilkenny County Council']",[]
IE_6a594e6caac5da1cb629a8ac3450aaa81c7a5ed242b9ff48d3f365b2c99efea6_1,0,['eTenders'],[]
IE_8001b1c15aeb746a8140a3776a0ca5471454d936da2bc2ef31871164f3b7e3c8_1,0,['the Department of Defence'],[]
IE_cb8d54667f0e3546f13b3dc8878ef130a4d456826c8c294e25fe646335548122_1,0,['eTenders'],[]
IE_651a2e5e820a74862aece9b2879c473fa91d324d05ed732fa1df931a72658145_1,1,"['Kerry County Council', 'Maintenance & Refurbishment Works', ""Kerry County Council's"", 'eTenders']",['Kerry']
IE_1d3c51bf93edcd4c7008621745badf8f22ec24bab2b500ccc4e2476b43c21dc1_1,1,"['eTenders', 'Sisters of Mercy Convent']","['Co. Clare', 'Tulla']"
IE_cd7670930686f282aa6ca7fe8917badc7ac8f6d0399557c2e0b446843e85f6ed_1,0,[],[]
IE_8b79f4bc1f567e7f20a1f459c790c91b5579739343ad8a2a2ea8794641ee1194_1,0,[],[]
EU_1a8d7f818d5af92e05a5ea5a69eb91e251e58e727e048f9a912d9b8e85302758_1,0,[],[]
IE_42b6c6e648dac3ff2e013bc53a4f8cfac7ed2e75f51954af32d4736b5c710cb3_1,0,[],[]
IE_ada7be0a275c7738c4e03b6101880a0b5ef902fc238a486ebf1d7d6cd0da77d5_1,0,['eTenders'],[]
IE_f26bc8755a5d781d89fc8f8a6ea5ddf9d30466b4471e848b38a6ab5b972a7586_1,1,"['SEAI', 'eTenders', 'ESCO']","['Coolbawn', 'Tipperary']"
IE_4a25d48fa07052d776fc582b9308be69d96f14b514dab30bf8191016d97d5d47_1,0,"['Solstice', 'Solstice Arts Centre']",[]
IE_9854237e339933e1f7c920ba996fbdc6a2dc4bd2eda3fa47e94d554e0a9ccd3f_1,0,['eTenders'],[]
IE_4d6ba8546f3ffc3ef344d47c22a378e0e9b2eddc471a82f170f9e297a450be71_1,0,"['The Environmental Protection Agency', 'eTenders', 'EPA']",[]
IE_5adb5297fb7c0e889cb997921f9d0754e3fe465734c66869f72766a64b4b4945_1,0,['eTenders'],[]
IE_09dda9cc85ef39d984187a64e0f4281a1a3dc074cc9095fbc458bb8eb0c86668_1,0,['the Irish Defence Forces'],[]
IE_ef6177f8c6dd34904f7e62588ee3d449a29ce1cb1cece8c2acfd6168f2cad872_1,1,['Kilmore JetWorks Co'],['Fermanagh']
IE_b96422adc3d27640a4c77ca26ee2104ae8584a140e3d26d2b123684b46bd106e_1,0,"['Galway City Council', 'eTenders', 'the Galway City Water Conservation Project']",[]
IE_f429f5b6866e6f241275401225c71dae560e98c2b2b5f39bbb3a962e6a9c2a20_1,0,"['eTenders', 'The Teagasc Food Research Centre']",[]
IE_821f84404cef695b39cbb74a66e07e63bc4337299deec7e2d207b25db6f97e40_1,0,[],[]
IE_96263c86436a4493890517a883058286fa6d6c04c34647b20594a6b1687acf26_1,1,"['CRD', 'a Building Conservation Assessment:-', 'the Archaeological Survey']","['Lusitania', 'Kinsale', 'Co. Cork)(Tender']"
IE_4045eadca4963d384d6d317c85435ad501965b7a129fb0c5f0b36c4fff9e1379_1,0,"['Bord Gáis Éireann', 'NTMA', 'NewERA']",[]
IE_c7fd421d4d3f506e6664e1f85a4f3a503f941e0f9a7e51a9bf63c6be42842516_1,1,[],['Ireland']
IE_0048d5ca742c8884a2948f3dc00c1ee93b179390075d7e4563df2dd08f64693e_1,0,"['the Irish Naval Service', 'eTenders', 'Dept of DefenceNOTE']",[]
IE_cd708cecdfd110e718dad465b800eed6e9abe50ba4c1d5a02e2e844f66bcb192_1,1,['An Garda Síochána'],"['Templemore', 'Co. Tipperary', 'Dublin', 'Tallaght']"
EU_01ebc92f8f58cf6153dd7b7e1815e61031b45ab579e15bee1546f0ae92b2863f_1,0,['the Irish Naval Service'],[]
IE_b9af2297669b8cd4286337b41f1100a70c954765dca3d9594fce8b77736b79af_1,0,[],[]
EU_4febe6142e9d2f4d8757a57bcf628cc016f7d22b22930b793952da825bee7ef9_1,0,[],[]
IE_12586316f21b0a0a53ed5396855b4bace31d68875f1232b671e87ad94f1d7fff_1,0,['the HR Shared Service Centre'],[]
IE_6fbf4669ae84c339a246c2a7a1de78fd0901ecf5b71b7bbe95d56aef3532a185_1,1,['eTenders'],['New Ross']
IE_4d37756b54a7982d478ac753f752008548d98e11950fe577caba72ff96c412a9_1,0,[],[]
IE_0fc4caaf7593de9f1ff2ec5fc907a18286fa4665999c1ad230898720a3f53a9a_1,0,"['eTenders', 'a National Diaspora Centre']",[]
IE_e0078830af9a53da0cb51920c7c325f3212608f7a6b6a149994814dfc115adf9_1,0,['COPE Foundation'],[]
IE_0d41407a7d1c2f4108a0158ebe365d1376cb021d5c88aa57b5a0412c56197433_1,0,"['Arbour Hill', 'Digital Printing Press']",[]
IE_50b2718afda1f577d052a12a6e381e06da675af85730829231c4cee904442ddc_1,0,[],[]
IE_74199270e417d5ca4c3598aeca536bbe029e8e2abdddc8a0afcb0286969a54f6_1,1,[],['Ireland']
IE_61b6b4b70975948f12d92b13e9746d9091f0c31d6f579c64146d87fdac6174a8_1,0,[],[]
IE_86ee3eb1ba78052f93c662b669f69af0f6247b08613f5fee661e4b8bcf723110_1,1,[],"['Ballyshannon', 'Lurganboy', 'Co Donegal', 'Donegal Town']"
IE_26f02e247cec79289914c58f4c003c21d525369f318d0c5e18d568dce6e4e1ea_1,0,[],[]
IE_19fc9f643049c5a0cde9e47b046e1c26670984ac6c7e5c029f4fe2c122ac138a_1,1,"['eTenders', 'Waterways Ireland']",['Enniskillen']
IE_f49f3a13015a9cc7e4ce0c238b7a542754e9840bda908ee5d5348f218a67a015_1,0,[],[]
IE_38a76d822121080dcaf27dba750ab6435fc5632bd508ece9e0ac48a941ee270b_1,0,"['Waterford Chamber', 'Skillnet for Job Seekers Support Programme']",[]
IE_e0d5017bd430d58467332d92bbb5a8c9d21829f4a1b5388c35c1e2abe7657672_1,0,[],[]
IE_8e82f889cfea8a253477891fa434ed3b1a128e4a4470a8e3c48e5a57bf134709_1,1,"['Assessment Groups.1.3', 'the FutEur Project', 'The FutEur Project', 'The Project Evaluator', 'The Interim Evaluation Report']","['County Meath', 'Romania']"
IE_be6c72cd0bb2de0488665cbf4d69960b012da8ace0bc4bb5eff2b598b2949dd7_1,0,['Clare County Enterprise Board'],[]
IE_3a12e05c0f1b1343cf3f36c9a9505d6194b840cc2ecedfc24483c054f1c64e0f_1,0,['Gowex Wireless'],[]
IE_f0e0bb73b60fc5bdd63a7c280757352e8e5ec06ef9fc45f9268461fa8dc942b0_1,1,[],['West Cork']
IE_095905a2cb337f634c7ec5e484be18be22a5b6a6f49d8ba6daec1043fdd5128f_1,0,['eTenders'],[]
IE_7db4eb877650b67e5f35fb8d6a09c1f755dfbc24405c22499c7db2370f4bd578_1,0,"['eTenders', 'The Department of Transport, Tourism and Sport']",[]
IE_5c121e9e06a6521498a34694b8815e498eb61c7b0fe33c9bddf078a7e3f1c2fa_1,0,[],[]
IE_856deb3ca748d64f312d3f713eed0353639e4a64fa6bd92d69cc5f38bada32b1_1,0,"['eTenders', 'the Knowledge Society Division', 'DCENR', 'Department', 'KSD', 'a National Digital Strategy']",[]
IE_7b2878ecad250142af270d2b1136b3c7818ac90312becb473a84aba9f8af05df_1,0,"['eTenders', 'the Mercy University Hospital']",[]
IE_9e4004b5732da1f22bc4c757b2b336b2582fa7e8459f3741a2e740b1ab9a37e7_1,1,"['Waterways Ireland’s', 'The GIS Mapping and Survey Service', 'Property Section', 'eTenders', 'the Property & Legal Section', 'Waterways Ireland']","['Enniskillen', 'Ireland']"
IE_849a9419742bdb1d57b86915946bfb2f1ada901de49ffa9491324e335355f035_1,0,['EPA'],[]
IE_47dcc5217a006f3bd51c7efbc99e1d7a05158dbad0be1e419857a1c52f90f078_1,0,[],[]
IE_1ed0e322052f8d73855225dec776c582d6a8cd20a5c41eebf7cf9eef9fdf5338_1,1,['Youthreach Centres'],['Co Donegal']
IE_514aa54a902e5b37a7ca6e896c0fb2e197c665279d844d5bea53ce7348d62865_1,1,['eTenders'],"['Rockfield', 'Dungarvan', 'Pilltown', 'Dungaravn', 'Cappoquin', 'Clonmel']"
IE_cfe6f728a07e8566fa0bc59de37a6774c9cff8832e50ae8926909087cbc4eec1_1,0,[],[]
IE_4eec072cfd83383e85a5366daf7b025bbcad900d5fc0f66b5170acc678cb7a88_1,0,[],[]
IE_54f1584ff10e557c252941e4f6a96aee56ca7668345aea141c307026bf113387_1,0,[],[]
IE_3654eb3eefde34d2c31334a6555cd6d71415f89b4347c0c6fcddf869032dbaa9_1,0,[],[]
IE_186a43f43e016094d9efe3cc09ff4b3147c86eeb03843c442772f51e175aaca6_1,0,['Cork County Fire Service'],[]
IE_6cc4cf32dad15ae873fc4fe308960c10bc88f11e156939c1179d51ad507fd99e_1,0,"['eTenders', ""St. Leo's College Carlow""]",[]
IE_b6070ff6ead579e9ce0aab7793cac194f151232d6e1759cbe349199a1c08adb7_1,0,[],[]
IE_51ae5f3487acd7fa29f693603038520b000cf184b0c8aa1f9847120574fa44a1_1,0,['eTenders'],[]
IE_065b73633de2cb4c56d450eb60a4c7334312784270225fc8574b35c80b9fcaeb_1,1,['Caherline National School'],"['Caherconlish', 'Caherline', 'Co. Limerick']"
IE_8888883207bca85c69f30a1fac1d60260dd9ae923400408fd927f8db167ed3ae_1,1,['Wills Bros Ltd'],"['Limerick', 'Dooradoyle']"
IE_7fe115e818ca01befcf13ccbed23613797c79bd3c2fcb106f05f924ec4f8a3a7_1,1,"['Mechanical and Electrical Services', 'Architects and Engineers', 'Works Requriements', 'Ovens National School']","['Ovens', 'Cork', 'Knockanemore', 'Co.']"
EU_6e38099463f5c7e6e4276113873417f6c8044bdcadceeb9cebfff494811bd77e_1,0,"['the Garda Síochána', 'An Garda Síochána', 'eTenders']",[]
IE_b0c9496d9f50be387390c19643f62871c6737da07e27845afc4b75f8d4588eac_1,0,[],[]
IE_8cffeb60b9d13d630a6142ecca111ed34676115721c9a33bfdc048fe329479db_1,0,"['eTenders', 'Student Canteen', 'Institute', 'Cork Institute of Technology']",[]
IE_77f0c772c09a91feff55fb366a8e48415a48e785cf9df229e36fda45461648c1_1,0,"['SNU', 'BOM', 'The Board of Management(BOM']",[]
EU_cf7351ec73df0fc4bd50f2feb7e7b79b46298506e7336a18dbdf229337b3fd17_1,0,"['eTenders', 'the Irish Prison Service']",[]
IE_1a124963375b9b0f6c41d7b816238b6da1a3be08dca9779cec27a18e03a56ff2_1,1,[],['Dublin']
EU_e3a144eca86f507f62677cc95b975704448c8ab12e7f4e6412c296c5c183acf2_1,0,"['Survey', 'eTenders', 'a National Health and Wellbeing Survey', 'National Health and Wellbeing Survey', 'Department', 'the Department of Health', 'The Health Research Board', 'The Health Research Board’s']",[]
IE_49c41ecaa612f03d0d776deecd48f239c0cf8af84cf5433d2087630c0c7b0930_1,1,"['eTenders', 'Shannon Development']","['Listowel', 'Shannon Free Zone', 'Clare', 'Co.', 'Kilrush Co.', 'Co. Tipperary.7.Kilrush', 'Tralee', 'Plassey']"
IE_7991cee901e06adbc790d22afa5a776b11215dfc6a191c025247de5f522766e0_1,0,[],[]
IE_b3f31ceb616efd155fd5fe0e5fc99f917bfeac8d21310fed9af35c7b3ac6eece_1,0,['IE'],[]
EU_9747eda5aaf0913b7b98ac64911eb2abdd99050cb77f9ea8620837adf0ba78f2_1,1,[],['Ireland']
EU_ac2b64e83d03beaf46a01883d8f8a486d003f91ccd7adc92716f9b86d75847ed_1,0,['Cork County Council'],[]
IE_9c897864c00ee7dd87bfbaf4a48871c0e49eebb25e43dfb6fe90a2a6adb85d5f_1,0,['Food For Charitable Distribution'],[]
IE_14d85ce3912ffc06db12d3d2fcb2fea8913886b31919d3acb5979ac5cd8fbbed_1,1,['DIT'],['Dublin']
IE_582c963c05bcf18be7b5bded5f90a7212e508ba25dfb97b41d77d42d0ea27184_1,0,[],[]
IE_e506eb133105fb8591b0ba7d19d2a5c8fae175fa31914e25cfbc43d901ed71d1_1,0,[],[]
IE_96f371b01bd566beccc10d655501e10bf3a6a37e11edca45698eb727af2bc6f2_1,0,['Horse Racing Ireland'],[]
EU_cef9c322c683ef6f17125e02893b6f4f32b31d7ba01428fb037a78633d8eab60_1,0,"['eTenders', 'RPA']",[]
EU_52e91ee1afb2d455c522f394272c5263c88be353ab5876be3c722392ebf6c654_1,0,"['St. Patrick’s College', 'eTenders', 'College']",[]
IE_59c6261449e610fb0065171e7e1a462de2079169785c9e3a65db6d910b7272cf_1,1,"['10HL Brewery', 'Kinnegar Brewing Ltd.']","['Rathmullan', 'Ireland', 'County Donegal']"
IE_c6d5741e82909b64ed2e00dbf94c569370b5a7d6db54b8d9528f7058565793dc_1,1,"['Standard Printers', 'Anglo Printers', 'iSupply', 'Snap Galway', 'NUI Galway', 'Castle Print']","['Co Louth', 'Ballybane', 'Galway', 'Ballybrit', 'Liosbaun', 'Drogheda']"
EU_964bca3cc3f4c535021b18d9d16fb4aa04851fc113a9da808c2a5c647bc256a3_1,1,"['Kerry County Council', 'eTenders']",['Ireland']
EU_0ab1e32ad227fd4db73a058158112cee0ac6a1615d2c2eb2d7a66ea1605dd6ca_1,1,"['eTenders', 'Forfás']",['Dublin']
IE_416716bd6f1bc4b92aacd70d1dca4479afac52acc8db18391a07ec8721537aa3_1,0,[],[]
IE_8d5b49ee325fa62b2d38ead5aa5f9d2a0d88e8880f291f2f0a14ac95da216991_1,0,"['eTenders', 'Wexford County Council']",[]
IE_f462fbd07774326baa3edf440d6e6a1609861a827721ca307362eb84e25cfd46_1,1,"['Parks and Landscape Services Division', 'Dublin City Councils’']","['Dublin', 'Dart', 'the Tolka River', 'Fairview']"
IE_8b6ac2ddeb57b321e652722eed127686faa483acf168f8865ab9a6783785a97d_1,0,[],[]
IE_0fe48caa8ae273bc2e596b16091b1dbb958eecc7694ea9dd7d251330cefdae24_1,0,['eTenders'],[]
IE_f0cffaa86fa7b9b5fa857eb64344b8dad49da2d6aec8bc42d7929711297393f9_1,1,['eTenders'],"['Co. DublinNOTE', 'St. Catherines Park']"
IE_eb8c18fa0569d75e01cc76de50c6c945dbeb3d5d407c6e14080b26590b827f0a_1,1,[],['Wicklow Town']
IE_b3c8ee5ecd6b4f4a8d08772c45280d4b0a3ebfa8b33bfb337bfc823eab719e3c_1,0,['eTenders'],[]
IE_88558ad37f8176e6609d2fabda6ce8d4f2e297a82f5f6fdd7cc9f3fdbdbca49c_1,0,"['Revenue', 'eTenders', 'RFI', 'The Office of the Revenue Commissioners']",[]
IE_3e18aaa5227e394464fbd8c8f42a369fb0fcfd1c73af390bc63229b0b4168ea6_1,0,"['Compaq', 'AMD']",[]
IE_e79e5fbc05c0588cbd7df944577985609c4b2494ee1e6a7699251dc0f820edf4_1,0,"['Helpdesk', 'eTenders', 'EPANOTE']",[]
IE_3d0a005c92de1b09c99f8d442504e7c487b26af06bf380dabea0114405fd1ca8_1,0,"['Enterprise Ireland’s', 'eTenders', 'Enterprise Ireland', 'EI']",[]
EU_c30a4846551029cbdbe592cf780ef66973a24d13806719cbe3114d2172dc8677_1,0,"['eTenders', 'Shannon Development', 'AV Hardware']",[]
IE_3ee78f1c03dbb40418d8734fd7a2e7fd38e1a60e81a42b2645fa79fcdbb83cee_1,0,"['eTenders', 'The Irish Aviation Authority', 'IAA']",[]
IE_e63a639a54f5ba2ec8b2298842245b513ecef3ee7b805c8f5c629a4e2eca238b_1,1,"['Audio Visual and Media Services', 'College Schools', 'Trinity College Dublin', 'ISS', 'College', 'AMNCH']","['Dublin', 'Tallaght', 'the Senior Lecturers Area']"
EU_7baa0027fbd67e487d34e98fc6bbf470963abeb2a5b8e68d98b495c9cbca0931_1,0,[],[]
EU_6b93f408dd5f55efb97e23c5536877f8ba550a495d7009a5fea17632a8c9a76a_1,0,"['eTenders', 'Authoirty', 'Dublin Airport']",[]
IE_789bdc5c5d6a6a2b16d7b7b2f6127a1c08444006f5d24f4b32ab34758e7852b1_1,0,"['Teagasc', 'eTenders']",[]
